scrape_date,username,tweet,url,likes_count,retweets_count,replies_count,compound,neg,neu,pos
2022-06-03,ksullivannews,Celtics steal homecourt in game 1 of the NBA Finals. They are 8-2 this postseason on the road. Can they do it again this Sunday?,https://twitter.com/ksullivannews/status/1532665601717567490,12,3,3,-0.4939,0.122,0.878,0
2022-06-03,ktnnewske,LeBron James is first active NBA player to become a billionaire   https://t.co/woaGXQOxKu,https://twitter.com/KTNNewsKE/status/1532660874124599296,11,1,2,0.4019,0,0.787,0.213
2022-06-03,eurohoopsnet,LeBron James becomes first active NBA player to reach billionaire status   https://t.co/0QF9fEg6rD,https://twitter.com/Eurohoopsnet/status/1532653153916792833,11,0,0,0.4215,0,0.725,0.275
2022-06-03,dailycaller,NBA Team Sends Completely Insane Tweet About The School Shooting In Texas  https://t.co/naPu3r2GL9,https://twitter.com/DailyCaller/status/1532665031212638209,11,3,1,-0.4576,0.2,0.8,0
2022-06-03,wbzsports,#Celtics take Game 1 of NBA Finals from Warriors with incredible fourth-quarter run  https://t.co/ijxrqFM5zo,https://twitter.com/wbzsports/status/1532673448690032642,10,2,1,0,0,1,0
2022-06-03,thunderfocus,"""Each player has fans within the Thunder’s front-office ""(in reference to Holmgren &amp; Banchero) - Brett Siegel (NBA insider)",https://twitter.com/ThunderFocus/status/1532662707735908354,9,0,2,0,0,1,0
2022-06-03,oldskoolbball2,Legendary NBA on NBC intro of MJ versus MJ  https://t.co/hcinV3zMFb,https://twitter.com/Oldskoolbball2/status/1532655516379389953,9,0,1,0,0,1,0
2022-06-03,onlyinbos,Good Morning.  The Celtics went on a 40-16 run in the fourth quarter...on the road...in the NBA Finals.  Happy Friday.  💚,https://twitter.com/OnlyInBOS/status/1532678488561287168,9,2,0,0.765,0,0.72,0.28
2022-06-03,misterpemberto1,Game One Win!!!👍🏀🏆 Lets Go!! @celtics #NBAFinals #NBAFinals2022 #nba #basketball #pug #puglife #pugs #pugsoftwitter #dogsoftwitter  https://t.co/GP7VxSqbuv,https://twitter.com/MisterPemberto1/status/1532648848707006464,9,1,2,0,0,1,0
2022-06-03,jrichardgoodman,"Y'all being lazy with your analysis Curry 6 three balls  n the first up only  4 Bos ahead at  the half GS wins the third Boston went nukeular in the 4 th nba is 48 mins game ,I'm not engaging with non-sense .",https://twitter.com/jrichardgoodman/status/1532672678976290819,9,0,4,0.0423,0.105,0.81,0.086
2022-06-03,randomyoungboy,NBA YoungBoy - Blame It  https://t.co/lm3i7tRgXJ,https://twitter.com/RandomYoungboy/status/1532678111678062592,8,0,0,-0.34,0.375,0.625,0
2022-06-03,aidibets,THE VOTES SPOKE &amp; THE PEOPLE WERE RIGHT! 👏   #Celtics Take Game 1 Against The #Warriors in #NBAFinals 🏀 🎉   The game was intense The way it should have been! On to the Next Lets Go!!   https://t.co/iXFauj3Wjf #basketball #NBA #CryptoNews #BSC #SportsPicks #casino #fridaymorning  https://t.co/KIZB9K0q0N,https://twitter.com/AidiBets/status/1532661344213811200,8,5,4,0.3544,0,0.942,0.058
2022-06-03,kenhelive,Bro Draymond scored 32 of a 73 win teams 89 points in game 7 of the NBA Finals and said “this scoring shit ain’t for me.” LMFAO,https://twitter.com/KenHeLive/status/1532667056000311297,8,4,2,0.6633,0.107,0.654,0.239
2022-06-03,supercarblondie,All hail the King! NBA GOAT LeBron James is now a billionaire 🤑    https://t.co/Q3KVhVDgKO   #LeBron #NBA #billionaire,https://twitter.com/supercarblondie/status/1532672706663133185,8,1,1,0.1511,0,0.898,0.102
2022-06-03,nathanfogg1,"For reference, in 16-17 when James Harden was off the court, the Patrick Beverley/Eric Gordon ran 2nd unit for Houston had a 111.2 ORTG. Would have been 7th in the NBA. Without Harden.  D'Antoni was in his bag.",https://twitter.com/NathanFogg1/status/1532671851725475841,8,0,1,0,0,1,0
2022-06-03,fox5dcjeannette,"Al Horford, will be the first Dominican player to play in the NBA Finals when the Boston Celtics face off against the Golden State Warriors.   https://t.co/HCPisQenx4",https://twitter.com/Fox5DCJeannette/status/1532669869883375620,8,0,2,0.34,0,0.912,0.088
2022-06-03,d_ex____,I got the bag _NBA Young boy,https://twitter.com/d_ex____/status/1532649582466936832,7,2,0,0,0,1,0
2022-06-03,sportsfan_pl,🔥 Al Horford makes history in NBA Finals debut with SIX threes. #AllAbout18  https://t.co/cZTLcwsMih,https://twitter.com/sportsfan_pl/status/1532660768574930945,7,0,0,0,0,1,0
2022-06-03,lakersucklolz,dis the finest collection of niggas we’ve seen in a nba finals,https://twitter.com/lakersucklolz/status/1532659386522521601,7,0,4,-0.34,0.194,0.806,0
2022-06-03,thehindusports,"Jaylen Brown fueled a comeback charge and scored 24 points, Al Horford hit six 3-pointers and the Boston Celtics rode the most lopsided fourth quarter in #NBA Finals history to a 120-108 victory over the Golden State Warriors in Game 1  https://t.co/iZrWUOJMCA",https://twitter.com/TheHinduSports/status/1532653339061755904,6,2,0,0,0,1,0
2022-06-03,dailycaller,The NBA Finally Admits The Truth About Relationship With China  https://t.co/SF38pcV8qm,https://twitter.com/DailyCaller/status/1532678276828782593,6,3,0,0.5423,0,0.667,0.333
2022-06-03,jrichardgoodman,In the NBA finals on an NBA floor.. you can't hide anything....,https://twitter.com/jrichardgoodman/status/1532657596775051264,6,2,1,0.1326,0,0.879,0.121
2022-06-03,tianmumedia,"Super basketball star-to-be, or just another type of mysterious martial art of #China? #basketball #NBA #kids #martialarts  https://t.co/aJ9pLGefTN",https://twitter.com/TianmuMedia/status/1532649423846506496,6,1,0,0.5994,0,0.813,0.187
2022-06-03,theyawofosu,@thenanaaba That’s my NBA queen,https://twitter.com/theyawofosu/status/1532659768568987649,6,0,0,0,0,1,0
2022-06-03,cgc_si,Michael Jordan on the cover of Sports Illustrated today in 1996.  This newsstand copy is graded at 8.5. #whodoyoucollect #thehobby #sportscards #gradedcomics #cgccomics #psacards #bgs #NBA #NBAFinals #NBAFinals2022 #Chicago #Illinois #Bulls #OnThisDay #OTD  https://t.co/5UbiBFJrda,https://twitter.com/CGC_SI/status/1532669259515584512,5,2,0,0,0,1,0
2022-06-03,bglobesports,"Celtics veteran Al Horford waited a long time to make it to the NBA Finals, but Game 1 provided a big payoff for the veteran.  @AdamHimmelsbach has more.   https://t.co/QJoJKemoad",https://twitter.com/BGlobeSports/status/1532670932619145216,5,2,0,0,0,1,0
2022-06-03,fivethirtyeight,Updated NBA Finals predictions:  https://t.co/5ccf5jFoAl,https://twitter.com/FiveThirtyEight/status/1532676240036995072,5,0,0,0,0,1,0
2022-06-03,nftstudio_news,#NftNews  #nftstudio24  Get rare #NFTs before they're gone forever. Collectibles that are truly one-of-a-kind on @TheAriaExchange Network's marketplace. @NBA_Coaches   Sign up for daily drops today! @nftstudio24   https://t.co/0KQH3hPMOl  #Nftcommunity   #NFTshill,https://twitter.com/nftstudio_news/status/1532665667983495168,5,0,1,0.4926,0,0.898,0.102
2022-06-03,phxiiymxkan,why so he can brick harder? nba only got so many backboards,https://twitter.com/phxIIymxkan/status/1532656963498168320,4,0,1,0,0,1,0
2022-06-03,livesmart,"First to 4 wins 🏆  💎 The Celtics look to add to their impressive list of playoff road wins. 💎 The Warriors seek to even the series at home.  Game 2 on Monday, June 6 at 8AM on NBA TV Philippines via GigaPlay 📲   https://t.co/WlmeOkuC3h  #ItsAllHere at #NBAonSmart  https://t.co/fxKaoR01JQ",https://twitter.com/LiveSmart/status/1532663422818525185,4,1,0,0.8934,0,0.785,0.215
2022-06-03,nbcnewyork,"The 37-year-old Los Angeles Lakers star is the first-ever active NBA player to reach billionaire status, with only one other former player to ever join the three comma club  https://t.co/TjW0UghgJO",https://twitter.com/NBCNewYork/status/1532670962885435394,4,1,0,0.61240000000000006,0,0.818,0.182
2022-06-03,dcexaminer,".@KingJames might claim just to be a kid from Akron, but he continues to make history and recently became the first active NBA player to become a billionaire.   https://t.co/dniD3iKxJI",https://twitter.com/dcexaminer/status/1532660063244111875,4,2,9,0.54990000000000006,0,0.88,0.12
2022-06-03,gl_football,Grand Ledge grad @Al_Horford had an incredible game 1 last night in the NBA Finals! Go Comets!  https://t.co/khrOXjcd1i,https://twitter.com/GL_football/status/1532670630197436418,4,3,0,0.555,0,0.817,0.183
2022-06-03,stevelindsaycbs,Just in: Camden High School Basketball Coach Rick Brunson resigns. No word on why the former Temple star &amp; father of NBA star Jalen Brunson is stepping aside. @CBSPhilly,https://twitter.com/SteveLindsayCBS/status/1532674322875174914,4,4,4,-0.5423,0.143,0.857,0
2022-06-03,phillydailynews,Daily News |  Don’t trade Tyrese Maxey: The Sixers’ eternal star hunt is a relic of the NBA’s past  https://t.co/31leCTyMTV,https://twitter.com/PhillyDailyNews/status/1532657631227166720,4,1,0,0,0,1,0
2022-06-03,nosablaq,"2.43am, boys dey watch NBA finals, some dey sleep sweet sleep, some dey fok, some dey club, you dey think of Peter Obi.  Lmao better go for deliverance, make e no go turn your spirit husband.",https://twitter.com/Nosablaq/status/1532658214482989056,4,10,0,0.8519,0.05,0.686,0.263
2022-06-03,jmevbets,May Results (All Channels)   LoL for @DasApostador   +20.2u/+22% ROI ✅  NBA Group    https://t.co/VDPhjdQgcH  +15.1u/+23.7% ROI ✅  Non NBA Group  https://t.co/qJqNv0ltkT  +16.4u/+17.2% ROI ✅  Total  180 Bets +51.7u/+20.58% ROI ✅,https://twitter.com/JMEVBets/status/1532667741169233925,4,1,0,0.4215,0,0.896,0.104
2022-06-03,hoops227_ins, https://t.co/zMtWZxfgn8 AIBPARC DEMAND CONSULTATIVE STATUS AND FULL/SUBSTANTIAL SUBSIDISATION OF 227's YouTube Chili' Health Insurance #insurance #insuranceagent  https://t.co/9B4hEzDXU9 Spicy'  https://t.co/BNGm5fdlOT Spicy' NBA…  https://t.co/1PM2auJ4kQ  https://t.co/c0L90LUpVM,https://twitter.com/Hoops227_Ins/status/1532651941880135681,4,4,0,-0.3034,0.092,0.908,0
2022-06-03,statsbylopez,NBA stats models this morning  https://t.co/nmiYt0JeEh,https://twitter.com/StatsbyLopez/status/1532678163423285252,4,0,0,0,0,1,0
2022-06-03,9news,"Celtics have huge 4th, beat Warriors in Game 1 of NBA Finals  https://t.co/3UclHegxwB",https://twitter.com/9NEWS/status/1532663418171408386,3,0,0,0.3182,0,0.827,0.173
2022-06-03,kuladaimon,@vowlya1 my boy getting fresh trim about to leave for arena looking like an NBA player,https://twitter.com/kuladaimon/status/1532652878439260161,3,0,1,0.5574,0.063,0.684,0.253
2022-06-03,ju5t_q,@komis71 @Totalbasketgr @MakisPilouris BCL better than NBA in my books,https://twitter.com/ju5t_q/status/1532668681506983943,3,0,1,0.4404,0,0.756,0.244
2022-06-03,floatingboat,"For my local NBA stans, ""don't sleep"" on Boston 😂😂😂",https://twitter.com/floatingboat/status/1532661669201121280,3,0,1,0,0,1,0
2022-06-03,_celestie_m,@Mitsos_NBA_EL the tech support failed me man,https://twitter.com/_Celestie_M/status/1532665159881203712,3,0,1,-0.15310000000000001,0.3,0.455,0.245
2022-06-03,thesource,SOURCE SPORTS: NBA Releases New ‘NBA Lane’ Film Called “The Final Delivery”  https://t.co/oVisXsLVTL,https://twitter.com/TheSource/status/1532675970720796673,3,1,0,0,0,1,0
2022-06-03,vsinlive,"Follow The Money is LIVE at 7 ET/4 PT! @MitchMossRadio and @paulyhoward recap the first game of the #NBAFinals. Then they gear you up for a fantastic weekend in the NHL, NBA, MLB, and more…   8:00 @meJVT 9:00 @ShaneHnidy 9:30 @AdamChernoff",https://twitter.com/VSiNLive/status/1532674964595150850,3,1,0,0.5983,0,0.907,0.093
2022-06-03,tvonenews,"Hasil Final NBA 2022, Warriors vs Celtics: 108-120  https://t.co/FuURBGmq4q",https://twitter.com/tvOneNews/status/1532667420405403650,3,1,0,0,0,1,0
2022-06-03,sirandy522,Seeing the final score of the NBA Finals game I definitely went to bed way too early. I think GS was up like 14. In the mid-3rd Qtr. Crazy,https://twitter.com/SirAndy522/status/1532660860014977024,3,0,0,0.4215,0.076,0.759,0.165
2022-06-03,slim57406021,@stephandpoole @PlayoffDraymond @OnBallSteph @Money23Green He can only trick people long enough. Nba is catching up to his inability to shoot,https://twitter.com/Slim57406021/status/1532654756048560129,3,0,0,-0.6486,0.27,0.73,0
2022-06-03,examinersport,"Celtics surge in fourth quarter, beat Warriors in Game 1 of NBA Finals  https://t.co/jPGOCNsLDe",https://twitter.com/ExaminerSport/status/1532652069294747648,3,0,0,0,0,1,0
2022-06-03,larsthfc,"the nba has to investigate this man, there‘s no way he was that bad for the Sixers and is doing THIS at 36",https://twitter.com/larsthfc/status/1532651224708878337,3,0,0,-0.6908,0.213,0.787,0
2022-06-03,foxboybo1,Check out my broadcast from my PlayStation 4! #PS4live (NBA 2K22)  live at  https://t.co/1TWP1rxn8T,https://twitter.com/FoxBoyBo1/status/1532653022551187456,3,4,0,0,0,1,0
2022-06-03,quincyengelbre2,"@clarencehilljr Interesting you chose his last 9 G's, because before that he was 7-2, and btw, Durant hasnt even been to Finals since leaving @StephenCurry30. In fact, hes 4-11 in his last 15 Playoff G's without Steph. Including blowing a 3-1 to Steph. Cherry picking is easy. #NBAFinals2022 #NBA",https://twitter.com/QuincyEngelbre2/status/1532670156035330048,3,2,0,0.6808,0,0.889,0.111
2022-06-03,bglobesports,"How it happened: Celtics mount furious fourth-quarter rally to beat Warriors, 120-108, in NBA Finals Game 1   https://t.co/6lB3nFjiFh",https://twitter.com/BGlobeSports/status/1532667155937779714,3,0,0,-0.5719,0.188,0.812,0
2022-06-03,cloudinthem,#Yesung will be the guest commentator on SPOTV's NBA broadcast (Boston Celtics vs Golden State Warriors) on 6th of June at 9am KST.  He did an awesome job last time he was on - I can't wait to see him in action again! 😁 #예성,https://twitter.com/CloudintheM/status/1532660653839753216,3,0,0,0.6588,0,0.903,0.097
2022-06-03,terryodejoke,"I hear a lot of NBA players stories, it’s almost like it’s gotta be tragic for you to make it there. Almost made me wish my dad ran away, might be an all-star by now 🤣",https://twitter.com/Terryodejoke/status/1532667731010543616,3,0,2,0.1639,0.08,0.797,0.123
2022-06-03,marisalazartv,"Friday @7News Headline 📺  ☘️ @celtics beat Warriors in Game 1 of NBA Finals ➡️ 16 y/o #Chelsea student arrested after bringing loaded gun to school ➡️ #Boston manhole cover explosions shatter window, injure woman",https://twitter.com/MariSalazarTV/status/1532656030181732352,3,0,1,-0.6705,0.151,0.849,0
2022-06-03,cryptobaggie,@NBA_REK @McGoblinBurger @goblintownwtf Sorry I see how my tweet was unclear but good on u for call8ng out the doggy Doo Doo derivs,https://twitter.com/cryptobaggie/status/1532669958563704833,3,0,1,0.4939,0.108,0.735,0.157
2022-06-03,cryptobaggie,@NBA_REK @McGoblinBurger @goblintownwtf I'm saying goblins are giving me early goblins vibes. Its a joke. That picture is a polaroid filter made of my official goblintownwtf nft. It'd not a collection or a NFT,https://twitter.com/cryptobaggie/status/1532667154482757633,2,0,1,0.5574,0,0.859,0.141
2022-06-03,jrichardgoodman,"I also tweet forget what you watched in the last playoffs there is no carryover to the next round, it's is a different match up....NBA  playoffs is all about match ups....",https://twitter.com/jrichardgoodman/status/1532657253307719680,2,0,1,-0.4767,0.132,0.868,0
2022-06-03,ironsharky,"Learning the Celtics took game 1 of the NBA championship finals reminds me of my good friend Steve, the former professional MLB pitcher stating how championships happen. He said, they're not won, they're taken. The team who wants it most takes home the trophy. We shall see.",https://twitter.com/IronSharky/status/1532654714130558976,2,0,1,0.8482,0.053,0.73,0.217
2022-06-03,za3kme,@Rcito2001 you LITERALLY sound like an NBA player during post game insterview,https://twitter.com/Za3Kme/status/1532674618678312961,2,0,1,0.3612,0,0.815,0.185
2022-06-03,rtmwrestling,Woke up today to a pretty good state of play and an insane game one of the NBA finals. What a day. Let's go Celtics.,https://twitter.com/RTMWrestling/status/1532655261558751233,2,0,0,0.7003,0.089,0.629,0.281
2022-06-03,analyticssystem,Efficient +10u day.  NBA: [5u] Celtics +4 [-115]✅  NHL: [2u] Oilers @ Avalanche under 7 [-115]✅  MLB: [3u] Dodgers [-180]✅,https://twitter.com/AnalyticsSystem/status/1532673791008165894,2,0,0,0.4215,0,0.859,0.141
2022-06-03,notjustok,Former Nigerian Basketball Star Rewrites History In The NBA | SEE DETAILS  https://t.co/OhNGrZaGXf,https://twitter.com/NOTJUSTOK/status/1532670575243677696,2,0,0,0,0,1,0
2022-06-03,heats_ter,"@HeatNationCom Bam is a natural Power Forward, there he will be an All Star. Yurt started 14 games &amp; looked like a star…10 double doubles &amp; #3 in the NBA in rebounds during that time, all he needs is an opportunity. He played very well vs starters, he can do it.",https://twitter.com/Heats_ter/status/1532668954593923073,2,0,0,0.8908,0,0.777,0.223
2022-06-03,nbatanjiro,@Gohan_NBA Congrats Woat,https://twitter.com/NBATanjiro/status/1532656091938574336,2,0,0,0.5267,0,0.37,0.63
2022-06-03,dustytrout,New Shirts Available!!!! ⬇️  #MLB #NHL #NBA  https://t.co/KEKnhG30po,https://twitter.com/DustyTrout/status/1532666063300829185,2,0,0,0,0,1,0
2022-06-03,expresspodcasts,🔊#SportsNews | From #Neymar doubling up from the spot as Brazil thump Korea 5-1;  to #LeBronJames becoming the first active NBA player to become a billionaire- your Sports Expresso is served. Click to listen and know more.   https://t.co/LlpQvn1xpE,https://twitter.com/ExpressPodcasts/status/1532668248361422848,2,1,0,0.4019,0,0.928,0.072
2022-06-03,ninjaguyx,"@i0neBear @RalphHaley10 @CloudValidation @ElGuajeVilla071 @tubag313 @ReidoBaggins That's a funny one. If I'm not mistaken, NBA 2k20 is delisted on every platform except Stadia. And there's something like a type of currency that you can buy and does nothing at the moment. Or something like that.",https://twitter.com/NinjaGuyX/status/1532669687892426752,2,1,0,0.8406,0,0.796,0.204
2022-06-03,__rythh,"@memeland @9gagceo ""You the real MVP"" Jerry West No.44 Los  Angeles Lakers the player behind the NBA logo  https://t.co/2YpaigoIzo",https://twitter.com/__Rythh/status/1532648761495023618,2,1,1,0,0,1,0
2022-06-03,hebhammer94,"@xraymission Same. NBA Finals start time at 9 PM with work at 5:30 AM the next day, tough but worth it!",https://twitter.com/HebHammer94/status/1532668929037959168,2,1,0,0.3382,0.057,0.822,0.121
2022-06-03,jrichardgoodman,I send this tweet a million times  Regular season  Nba playoffs Last 4 teams standing  3 seasons n one season,https://twitter.com/jrichardgoodman/status/1532656344011923459,2,1,1,0,0,1,0
2022-06-03,efb33_,"This run to the Finals has exposed a lot of Boston radio personalities NBA knowledge. Just say you never watch basketball, or the Celtics. It’s ok",https://twitter.com/efb33_/status/1532676862320775169,2,1,0,0.2263,0.049,0.868,0.083
2022-06-03,baekpd1983,Hyun Jung Lee was excluded from the Korean national team list to prepare for the NBA draft.  https://t.co/1s06v88b9e,https://twitter.com/baekpd1983/status/1532650932260851712,2,1,0,-0.34,0.124,0.876,0
2022-06-03,aiverson766,@For_Petes_Take @PowellAnalytics What can I say? 😂😂 😂😂 it’s one of the most memorable stat in the nba for sure 💯😂,https://twitter.com/Aiverson766/status/1532678086604558337,2,0,0,0.3182,0,0.892,0.108
2022-06-03,sportsvoiceguy,"Lots happening @CityNewsTO AM Sports: -Avs take 2-0 lead in WCF vs. Oilers -Celtics dominate 4th quarter to win G1 of NBA Finals -Jays enter the weekend on 8-game winning streak, host  Twins tonight (7pm/590/SN1) +French Open &amp; Argos pre-season tonight  https://t.co/QtSEfIGiCs",https://twitter.com/SportsVoiceGuy/status/1532674633354330112,2,0,0,0.87,0.03,0.763,0.207
2022-06-03,ajcsports,Ex-Hawk Al Horford helps Celtics stun Warriors in Game 1 of NBA Finals  https://t.co/oQxMVlygMw,https://twitter.com/AJCsports/status/1532670950340276224,2,0,0,0.3818,0,0.822,0.178
2022-06-03,phillysport,Don’t trade Tyrese Maxey: The Sixers’ eternal star hunt is a relic of the NBA’s past  https://t.co/W2g0HOBfuA,https://twitter.com/phillysport/status/1532654874587975680,2,1,0,0,0,1,0
2022-06-03,todaythatwas,"June 3/1992 - In game 1 of 1992 NBA Finals, Michael Jordan hits 6 three point shots in a row, then shrugs towards Magic Johnson who was working the TV broadcast.  https://t.co/JhZieCwwWw",https://twitter.com/TodayThatWas/status/1532657949864185856,2,1,0,0,0,1,0
2022-06-03,teammarch3rd,Celtics goin crazy on em @NBA @jaytatum0 @smart_MS3 @Al_Horford @FCHWPO @StephenCurry30 @KlayThompson @Money23Green #NBAFinals #Game1 ☘🏆🏀  https://t.co/P7k9WygenD,https://twitter.com/TeamMarch3rd/status/1532671251570782208,2,1,0,-0.34,0.13,0.87,0
2022-06-03,atwpodcastgcr,New episode “NBA Special: Finals Preview” is now available!   🎙| @SmylyThe3rd @GeraldCrack @silentking00 @niilexis   Link:  https://t.co/DSsAfAbHXQ…  #ATWGCR #GCR  https://t.co/7G7eBv7rYv,https://twitter.com/ATWPodcastGCR/status/1532669071623393280,2,6,0,0.4574,0,0.857,0.143
2022-06-03,ksatnews,The Boston Celtics rode the most lopsided fourth quarter in NBA Finals history to a 120-108 victory over the Golden State Warriors in Game 1.  https://t.co/OmjrS0TpiS,https://twitter.com/ksatnews/status/1532652309519417344,2,0,0,0,0,1,0
2022-06-03,kwaku_maestro,"@Nuellajesusgirl Since January 2022,this Celtics team has been the best team in the NBA. Best defense and they really play as a team with Tatum leading them. They kicked out the reigning champ Giannis too. They lit af",https://twitter.com/kwaku_maestro/status/1532650393091690496,2,0,0,0.9402,0,0.671,0.329
2022-06-03,evrydaycarter,making 18% of your FG on 17 shot attempts might be the worst NBA Finals performance i’ve ever seen in my entire fucking life  I just wanted to let you guys know.,https://twitter.com/EVRYDAYCarter/status/1532671673522061312,2,0,0,-0.6249,0.12,0.88,0
2022-06-03,teammarch3rd,MARCUS SMART!  SPLAAAAAAASSHH!  #GreenLight 🚦Dagger 3 👌🏾 just like in 2K.  Celtics goin crazy on em @NBA @jaytatum0 @smart_MS3 @Al_Horford @FCHWPO @Aquafina @StephenCurry30 @KlayThompson @Money23Green #NBAFinals #Game1 ☘🏆🏀  https://t.co/HMmfBSghgJ,https://twitter.com/TeamMarch3rd/status/1532675371144839170,2,0,0,0.627,0.071,0.737,0.192
2022-06-03,kennimbie,@VaMudzimu @mushlgp @NBA @celtics @Nyamudzonono Boston!!!,https://twitter.com/kennimbie/status/1532650436242677761,2,0,2,0,0,1,0
2022-06-03,brandonkscott,Woke up thinking about how Boston really just put in a historic NBA Finals fourth quarter.,https://twitter.com/brandonkscott/status/1532665634177355779,2,0,1,0,0,1,0
2022-06-03,evrydaycarter,@fultzgoat Literally every single one of his teammates played better than him.  He was the worst player on his own team.  the “star” and “leader” played the worst on his own team and they *comfortably won* an NBA FINALS game?  that tells me he ISNT as important as people made him out to be.,https://twitter.com/EVRYDAYCarter/status/1532672818692988929,2,0,1,-0.4753,0.15,0.733,0.118
2022-06-03,spinph,"As PBA players, coaches take sides in NBA Finals, Tim Cone is torn #NBAFinals #spinlife    https://t.co/hkLqEqeaWN",https://twitter.com/spinph/status/1532672837294882816,2,0,1,-0.25,0.118,0.882,0
2022-06-03,jbzone34,To win the fourth quarter of an NBA finals game 40 to 16 speaks volume to this team. What a team what a ride let’s keep it going ☘️🏆👀,https://twitter.com/JBzone34/status/1532671845056528385,2,0,0,0.5859,0,0.872,0.128
2022-06-03,iqbalnnn,LeBron James is the first ever active NBA player to become a billionaire 💵💵💵💵💵  https://t.co/CVtAJ9KSuN,https://twitter.com/IqbalNNN/status/1532662845976236032,1,0,0,0.4019,0,0.828,0.172
2022-06-03,jaiscouting,@tfmGIG @BaturePreacher He can be drafted in the 2nd round. One with his frame can't be undrafted imo. He worked out in front of lot of NBA scouts,https://twitter.com/JaiScouting/status/1532661045998895104,1,0,0,0,0,1,0
2022-06-03,imyourhkleberry,"@themisfitbunny0 I haven't watched the NBA since Larry Byrd was playing, or the NFL super bowl 21",https://twitter.com/ImYourHkleberry/status/1532670786611429377,1,0,0,0.6908,0,0.711,0.289
2022-06-03,jefflim79,"#NBAFinals @FirstTake That was a big mistake not to play Gary Payton II. He was available and he is one good perimeter defender. He could have helped stop 3s. What was Kerr thinking? Iguodala had no impact and he was avoiding shots, not even taking advantage of mismatches. #NBA",https://twitter.com/jefflim79/status/1532661305815060484,1,0,0,-0.7701,0.227,0.698,0.075
2022-06-03,jack20374829,@thedudewooflops @NBA Beautiful,https://twitter.com/Jack20374829/status/1532667938523779073,1,0,0,0.5994,0,0.339,0.661
2022-06-03,bobw46968646,"@dandakich NBA, no problem,  where do I sign up?",https://twitter.com/BobW46968646/status/1532650659111124992,1,0,0,-0.5994,0.45,0.55,0
2022-06-03,youscousmcgous,"Cavs pulled off a 3-1 comeback to win the nba finals, but sure we can call this the comeback of the century?",https://twitter.com/YousCousMcGous/status/1532662439682068480,1,0,0,0.6542,0,0.78,0.22
